Canal,Sistema,UEN,Tecnologia,Tipo_de_Documento,Numero_de_Documento,Cliente,Contacto,Linea_del_Servicio,Single,Pedido,Ciudad
CALL TECNICO,SUMA,HOGARES,FTTH,CC,1000454673,PÁNFILO LLABRÉS GÁMEZ,7754493336006,229707180,0442,9329,BOGOTA
REDES SOCIALES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454674,EULALIA IBARRA NOVOA,8774109963128,829047615,0443,9330,BOGOTA
CALL CENTER,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454675,PLINIO DEL BECERRA,1243602400352,642253661,0444,9331,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454676,SEVERINO CERDÁN VALL,0514486472616,453243899,0445,9332,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454677,MARIBEL MESA-ROSSELLÓ,3777230647224,245581114,0446,9333,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454678,JULIA LUÍS PORTA,8407577258475,127711773,0447,9334,BOGOTA
TIENDAS,SUMA,HOGARES,FTTH,CC,1000454679,NOA ALEGRIA NOGUERA,2691908538951,887720438,0448,9335,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454680,LUNA TÉLLEZ,7334614221703,609431752,0449,9336,BOGOTA
CALL TECNICO,SUMA,HOGARES,FTTH,CC,1000454681,AMARILIS AZUCENA TERUEL HERVÁS,0359345063507,218149895,0450,9337,BOGOTA
CALL TECNICO,SUMA,HOGARES,FTTH,CC,1000454682,OBDULIA DE CASTELLANOS,8374218038516,800859926,0451,9338,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454683,HIPÓLITO TORO ANTÓN,2773030974330,710706271,0452,9339,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454684,ALICIA OROZCO CÁMARA,1413417917595,945987941,0453,9340,BOGOTA
VENTAS,SUMA,HOGARES,FTTH,CC,1000454685,GOYO DE ARAGÓN,4959783309484,984330471,0454,9341,BOGOTA
CALL CENTER,SUMA,HOGARES,FTTH,CC,1000454686,LUÍS PERALES FERRER,9687964438268,354215753,0455,9342,BOGOTA
RETENCIONES,SUMA,HOGARES,FTTH,CC,1000454687,CONRADO MÍNGUEZ OLIVARES,6707431799017,355480587,0456,9343,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454688,FELICIANA TORO-MENDEZ,7144769862151,313318376,0457,9344,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454689,ÍNGRID CALDERÓN GISBERT,8790222827708,167976699,0458,9345,BOGOTA
ASEGURAMIENTO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454690,CIRINO DEL SALDAÑA,1697866150861,269860243,0459,9346,BOGOTA
CANAL DIGITAL,SUMA,HOGARES,FTTH,CC,1000454691,ROGELIO CALATAYUD AMO,2819409749293,729729474,0460,9347,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454692,DELFINA PANIAGUA-INIESTA,3317610457232,191122984,0461,9348,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454693,ARSENIO FARRÉ BARROSO,9393304029088,350519492,0462,9349,BOGOTA
REDES SOCIALES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454694,TANIA FÁBREGAS LLABRÉS,5579016472521,900718158,0463,9350,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454695,FRANCISCO JOSE CASTILLO CARRIÓN,8616441643283,586167319,0464,9351,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454696,VIRGINIA MORATA-VALDÉS,1781321699943,149672509,0465,9352,BOGOTA
CANAL DIGITAL,SUMA,HOGARES,FTTH,CC,1000454697,TRISTÁN DE ALCOLEA,7371130887310,918781189,0466,9353,BOGOTA
ASEGURAMIENTO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454698,DOMINGO PLANAS-ALEMÁN,7531340611113,570876277,0467,9354,BOGOTA
CALL TECNICO,SUMA,HOGARES,FTTH,CC,1000454699,ELENA FABIOLA ALMANSA INIESTA,9088507917097,599357279,0468,9355,BOGOTA
REDES SOCIALES,SUMA,HOGARES,FTTH,CC,1000454700,AARÓN NICOLAU PEÑA,5598128026517,141047189,0469,9356,BOGOTA
CANAL DIGITAL,SUMA,HOGARES,FTTH,CC,1000454701,LINA RUTH PINILLA OLIVERA,9607668754709,686821266,0470,9357,BOGOTA
CALL CENTER,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454702,QUIRINO REIG PEÑALVER,4585478287786,765822007,0471,9358,BOGOTA
VENTAS,SUMA,HOGARES,FTTH,CC,1000454703,RÓMULO LOPEZ HERRERO,9980092993819,597693498,0472,9359,BOGOTA
REDES SOCIALES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454704,ANDRÉS ABELLÁN CALLEJA,4035834514287,868511284,0473,9360,BOGOTA
ASEGURAMIENTO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454705,ENCARNACIÓN PAREJA CUETO,4943697724796,487233092,0474,9361,BOGOTA
CANAL DIGITAL,SUMA,HOGARES,FTTH,CC,1000454706,ADELIA MÚÑIZ VIÑAS,4828203053846,301293776,0475,9362,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454707,CAMILA ECHEVERRÍA LEON,2591902760692,237902644,0476,9363,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454708,GRACIANA VICENS ATIENZA,4264626570632,723461583,0477,9364,BOGOTA
CALL TECNICO,SUMA,HOGARES,FTTH,CC,1000454709,FORTUNATA DEL BEJARANO,7376295295193,777330693,0478,9365,BOGOTA
VENTAS,SUMA,HOGARES,FTTH,CC,1000454710,FEDERICO CAPARRÓS SOMOZA,2617012939536,250189937,0479,9366,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454711,JOSE ANTONIO GODOY ESPEJO,6483718034663,957082492,0480,9367,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454712,AMANDO TORRES REBOLLO,1001291236779,559221460,0481,9368,BOGOTA
REDES SOCIALES,SUMA,HOGARES,FTTH,CC,1000454713,RENATA JAÉN,0635425932892,177883705,0482,9369,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454714,RAFA BARREDA EXPÓSITO,2077841312067,538853838,0483,9370,BOGOTA
CANAL DIGITAL,SUMA,HOGARES,FTTH,CC,1000454715,ILEANA PEÑAS LUCENA,6104000564118,258348854,0484,9371,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454716,SERGIO TOMÁS MORÁN,2314449923054,205355311,0485,9372,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454717,ONOFRE AGUILAR MARTIN,5041480453928,576998984,0486,9373,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454718,GUADALUPE DEL ORTEGA,2249225835587,909982809,0487,9374,BOGOTA
ASEGURAMIENTO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454719,REMIGIO CASTAÑEDA-TORRIJOS,7044171050053,120810724,0488,9375,BOGOTA
CALL CENTER,SUMA,HOGARES,FTTH,CC,1000454720,CARMEN OLMO CODINA,2052819993160,941849889,0489,9376,BOGOTA
REDES SOCIALES,SUMA,HOGARES,FTTH,CC,1000454721,ALBANO MARQUÉS MATAS,3661274028477,747009697,0490,9377,BOGOTA
CALL TECNICO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454722,EUSEBIA ABELLA ANTÚNEZ,2984258041063,520260319,0491,9378,BOGOTA
VENTAS,SUMA,HOGARES,FTTH,CC,1000454723,LEONCIO ANDRADE AGUADO,1919138711027,736303865,0492,9379,BOGOTA
CANAL DIGITAL,SUMA,HOGARES,FTTH,CC,1000454724,PRISCILA TERRÓN CHAMORRO,9705847569593,108107238,0493,9380,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454725,ARÁNZAZU VALENCIANO-GÁLVEZ,2160614471929,430695504,0494,9381,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454726,DIONISIO MARTI LARRAÑAGA,4117986023606,582226122,0495,9382,BOGOTA
TIENDAS,SUMA,HOGARES,FTTH,CC,1000454727,ROLDÁN ORTUÑO MAYOL,3830474848514,412689201,0496,9383,BOGOTA
REDES SOCIALES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454728,MARCELINO SEGURA PAZ,9741957730566,384991196,0497,9384,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454729,YÉSSICA CÁNDIDA ROPERO LLORENTE,7259840687904,134078093,0498,9385,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454730,ROCÍO LEIVA MORALEDA,3217835542036,615588951,0499,9386,BOGOTA
REDES SOCIALES,SUMA,HOGARES,FTTH,CC,1000454731,CRISTINA ROSALES-ARNAU,3252984049435,294957803,0500,9387,BOGOTA
REDES SOCIALES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454732,IMELDA CRESPO,2834444507267,352108523,0501,9388,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454733,HILARIO JURADO LLEDÓ,2286994145358,601470527,0502,9389,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454734,CÉSAR ROSADO GISBERT,5919879731331,305455118,0503,9390,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454735,FELICIANO GUARDIOLA REVILLA,9098880883348,275580199,0504,9391,BOGOTA
REDES SOCIALES,SUMA,HOGARES,FTTH,CC,1000454736,MARTIN ROYO ROPERO,8526681090872,266513721,0505,9392,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454737,FLAVIA DE SANTIAGO,7517970009104,102567917,0506,9393,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454738,IBÁN CAMACHO ARENAS,3826718284506,614757136,0507,9394,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454739,FABIO ARIAS FUENTE,4975781840315,946632410,0508,9395,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454740,ADELA DUEÑAS ALARCÓN,1687171116466,601845814,0509,9396,BOGOTA
REDES SOCIALES,SUMA,HOGARES,FTTH,CC,1000454741,HIPÓLITO CAMACHO PUGA,8662722541489,327190252,0510,9397,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454742,HELIODORO BLASCO,0660098731599,462540093,0511,9398,BOGOTA
TIENDAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454743,JUAN CARLOS COSTA LUCENA,7429315824188,855362675,0512,9399,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454744,PEDRO PEÑAS BATALLA,7118896620394,425403192,0513,9400,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454745,VERÓNICA TOMAS BAQUERO,8767035984007,174255981,0514,9401,BOGOTA
TIENDAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454746,MORENA MOLINA BUSTAMANTE,0315778110310,510740766,0515,9402,BOGOTA
CALL CENTER,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454747,MONTSERRAT GRANADOS DOMINGO,1272698239178,140094401,0516,9403,BOGOTA
ESCRITA,SUMA,HOGARES,FTTH,CC,1000454748,ÁNGELES FLORINA MONTES TOMAS,2063429474697,102865495,0517,9404,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454749,ALBA DE HUGUET,1022939765078,847858998,0518,9405,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454750,ABILIO MARTI,8255812286257,789876301,0519,9406,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454751,TADEO REIG,3107305678039,718650969,0520,9407,BOGOTA
TIENDAS,SUMA,HOGARES,FTTH,CC,1000454752,MACARENA PÁEZ CÁCERES,7259832809738,849088566,0521,9408,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454753,FORTUNATO TEJADA MARCOS,4590465464863,503057774,0522,9409,BOGOTA
ASEGURAMIENTO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454754,GERALDO PÁEZ-BAS,1563288329974,579653751,0523,9410,BOGOTA
REDES SOCIALES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454755,ALBINA MAZA MONTES,8938847651164,836972312,0524,9411,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454756,IMELDA MAR BATALLA BOIX,1071508326714,722063224,0525,9412,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454757,JOSE MANUEL MAXIMILIANO PRADA BAENA,6397075454991,327494398,0526,9413,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454758,CHUY MANZANO ANAYA,7757762598817,418003323,0527,9414,BOGOTA
CANAL DIGITAL,SUMA,HOGARES,FTTH,CC,1000454759,VIOLETA CASTELLÓ GUERRA,8790815640171,363376607,0528,9415,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454760,JORDI JOVE BARBA,7023968033072,287209866,0529,9416,BOGOTA
CALL TECNICO,SUMA,HOGARES,FTTH,CC,1000454761,CONRADO DEL FERRERA,4435483020555,709120385,0530,9417,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454762,LOIDA SANTIAGO ESTÉVEZ,0321744985208,777142943,0531,9418,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454763,ALBINO DE CANTERO,0790171790691,134975262,0532,9419,BOGOTA
REDES SOCIALES,SUMA,HOGARES,FTTH,CC,1000454764,ESTRELLA JAUME TÉLLEZ,8201504895424,842942794,0533,9420,BOGOTA
REDES SOCIALES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454765,ODALYS PAGÈS ESCOLANO,5593119816224,906542144,0534,9421,BOGOTA
CALL TECNICO,SUMA,HOGARES,FTTH,CC,1000454766,JOSEFA MARÍA FERNANDA LUCENA PAVÓN,7221413303693,293321364,0535,9422,BOGOTA
CANAL DIGITAL,SUMA,HOGARES,FTTH,CC,1000454767,ROSENDO MONTALBÁN-SOLÉ,8946385955323,502391761,0536,9423,BOGOTA
TIENDAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454768,ROSALINA LERMA CRESPO,4543320831841,938062093,0537,9424,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454769,EUGENIO LEOPOLDO GUARDIA BARREDA,7643268193953,933326748,0538,9425,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454770,JOSÉ LUIS DIAZ,0944429759173,367449661,0539,9426,BOGOTA
TIENDAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454771,ANABEL MOYA MARIÑO,0018247704939,839367201,0540,9427,BOGOTA
TIENDAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454772,JENARO DE ALSINA,0077408466137,769289485,0541,9428,BOGOTA
CALL TECNICO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454773,SUSANA MADRIGAL,8058477162152,151878173,0542,9429,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454774,LIGIA GUZMÁN MONTERO,2988409223968,717142113,0543,9430,BOGOTA
VENTAS,SUMA,HOGARES,FTTH,CC,1000454775,ABIGAÍL HOZ,6927024971284,245569927,0544,9431,BOGOTA
CANAL DIGITAL,SUMA,HOGARES,FTTH,CC,1000454776,MONTSERRAT CECILIA ORTEGA SOLA,1537344423944,822316232,0545,9432,BOGOTA
VENTAS,SUMA,HOGARES,FTTH,CC,1000454777,SORAYA LLEDÓ ZAMORANO,8930286008648,979693264,0546,9433,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454778,HECTOR RÓDENAS MARTORELL,7720286634753,815919913,0547,9434,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454779,MIGUELA PASCUAL OJEDA,0662573880652,326411684,0548,9435,BOGOTA
TIENDAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454780,LOLA PEREIRA ROPERO,1659026982932,393862673,0549,9436,BOGOTA
CALL TECNICO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454781,JENNY OLMEDO BARÓN,0640750031139,596440434,0550,9437,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454782,CINTIA GARZÓN FAJARDO,2038753041208,878500861,0551,9438,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454783,INÉS LUISINA RECIO GILABERT,9387420651674,394947769,0552,9439,BOGOTA
ESCRITA,SUMA,HOGARES,FTTH,CC,1000454784,BERNARDA BENÍTEZ COCA,7098192560675,136130098,0553,9440,BOGOTA
RETENCIONES,SUMA,HOGARES,FTTH,CC,1000454785,FLORENTINA MARÍA CARMEN VALDÉS COBO,8001014202884,608985480,0554,9441,BOGOTA
CALL TECNICO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454786,OBDULIA TORRECILLA PANIAGUA,5435799999416,350808142,0555,9442,BOGOTA
ESCRITA,SUMA,HOGARES,FTTH,CC,1000454787,CIPRIANO JAVIER PERAL BLANCA,1819682399670,319534963,0556,9443,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454788,VICTOR DE CORTES,0665497881492,814949928,0557,9444,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454789,FEDERICO YUSTE SANDOVAL,2527876755524,728612500,0558,9445,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454790,MILAGROS TORRENTS GUARDIOLA,7791352835711,963245006,0559,9446,BOGOTA
CALL CENTER,SUMA,HOGARES,FTTH,CC,1000454791,BAUDELIO PERA LLANO,9229728004602,609106155,0560,9447,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454792,BUENAVENTURA FRÍAS CABRERA,3116766112755,597115573,0561,9448,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454793,LUCHO ADALBERTO MACHADO BERNAD,1614667954471,364302287,0562,9449,BOGOTA
ESCRITA,SUMA,HOGARES,FTTH,CC,1000454794,RODOLFO MARIÑO PONS,8972195663473,646233080,0563,9450,BOGOTA
CALL CENTER,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454795,EVA MOYA MACIAS,9825008365843,877861200,0564,9451,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454796,AZAHAR DOMINGUEZ SANTAMARIA,6495935360770,811321562,0565,9452,BOGOTA
TIENDAS,SUMA,HOGARES,FTTH,CC,1000454797,CIPRIANO SALES-ARIÑO,8230544210532,446737474,0566,9453,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454798,ROSALVA CALIXTA ALARCÓN CANO,8980515720788,603526637,0567,9454,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454799,PEDRO GABALDÓN-MARQUÉS,6949212819670,110216384,0568,9455,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454800,LUPE PAGÈS-CHACÓN,9747287577031,732852723,0569,9456,BOGOTA
ASEGURAMIENTO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454801,PELAYO MILLA CASAS,5028093954348,131402573,0570,9457,BOGOTA
TIENDAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454802,QUIRINO IBÁÑEZ CARRILLO,6856032931044,133807389,0571,9458,BOGOTA
CALL TECNICO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454803,MIRTA GÁRATE-SEVILLANO,3380253587775,742033417,0572,9459,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454804,JOSE CARLOS MARINO DURAN PALLARÈS,8380601851983,134707360,0573,9460,BOGOTA
CALL TECNICO,SUMA,HOGARES,FTTH,CC,1000454805,LUZ SAURA,2440591395264,287696613,0574,9461,BOGOTA
VENTAS,SUMA,HOGARES,FTTH,CC,1000454806,ORIANA ALLER MOLES,3699782785556,562529974,0575,9462,BOGOTA
CALL CENTER,SUMA,HOGARES,FTTH,CC,1000454807,RAQUEL GUILLÉN NÚÑEZ,7395732127890,784817552,0576,9463,BOGOTA
CALL TECNICO,SUMA,HOGARES,FTTH,CC,1000454808,ROSENDO BENAVENTE,2830755091036,165771071,0577,9464,BOGOTA
TIENDAS,SUMA,HOGARES,FTTH,CC,1000454809,JOSÉ MARÍA DE ROVIRA,7711302151594,438996898,0578,9465,BOGOTA
TIENDAS,SUMA,HOGARES,FTTH,CC,1000454810,GERTRUDIS RIERA BURGOS,2673110403394,749987090,0579,9466,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454811,GRACIANO TORRECILLA ORTEGA,8649102346584,618525783,0580,9467,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454812,ADORACIÓN HUGUET CABAÑAS,8807137382233,998017171,0581,9468,BOGOTA
CANAL DIGITAL,SUMA,HOGARES,FTTH,CC,1000454813,SANTOS TIRADO MERINO,3557828139821,939438447,0582,9469,BOGOTA
CALL TECNICO,SUMA,HOGARES,FTTH,CC,1000454814,VISITACIÓN REMEDIOS ACUÑA DONAIRE,8911765379115,285083837,0583,9470,BOGOTA
ASEGURAMIENTO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454815,APOLONIA RAMÍREZ BALLESTER,8986592136562,495407969,0584,9471,BOGOTA
REDES SOCIALES,SUMA,HOGARES,FTTH,CC,1000454816,ÁFRICA RIVERA ARENAS,2767934537635,554322629,0585,9472,BOGOTA
TIENDAS,SUMA,HOGARES,FTTH,CC,1000454817,ISIDORO ROSA BERTRÁN,1484977079102,833008825,0586,9473,BOGOTA
RETENCIONES,SUMA,HOGARES,FTTH,CC,1000454818,BERNARDA REAL,4559303404240,747223381,0587,9474,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454819,NARCISO DE REYES,2636277826005,911844827,0588,9475,BOGOTA
VENTAS,SUMA,HOGARES,FTTH,CC,1000454820,ELISEO MERINO,6696966510119,679404827,0589,9476,BOGOTA
CALL CENTER,SUMA,HOGARES,FTTH,CC,1000454821,ELODIA FORTUNY-PINO,1834830711135,925279430,0590,9477,BOGOTA
CALL CENTER,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454822,ANÍBAL DAZA RAMIS,7594282228565,572729588,0591,9478,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454823,NACIO VAQUERO CAMPO,6804547016451,850659344,0592,9479,BOGOTA
CALL CENTER,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454824,JOSEFINA MÁRMOL MARCO,2038820216065,730502548,0593,9480,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454825,MARINA PILAR BARRERA BATLLE,1627340041675,511688202,0594,9481,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454826,MARTINA CHAPARRO ANTÓN,0566982746084,350383130,0595,9482,BOGOTA
CALL TECNICO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454827,AMOR MANUEL ARIAS,1237426502305,771042039,0596,9483,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454828,ROBERTO FLOR NIETO,2412609534177,565829728,0597,9484,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454829,HERMENEGILDO MARÍ,4721913395199,184591648,0598,9485,BOGOTA
TIENDAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454830,ISIDORO JORDI MUÑOZ MORILLO,5541068286916,504769250,0599,9486,BOGOTA
REDES SOCIALES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454831,ESTEBAN ROSELLÓ,0990042525994,699774162,0600,9487,BOGOTA
TIENDAS,SUMA,HOGARES,FTTH,CC,1000454832,ELODIA MACHADO TORRENS,8995311194388,881803179,0601,9488,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454833,BERNABÉ YÁÑEZ CUÉLLAR,7591613896698,534350024,0602,9489,BOGOTA
CALL CENTER,SUMA,HOGARES,FTTH,CC,1000454834,ADALBERTO ARANDA,5114648620319,571600563,0603,9490,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454835,HIPÓLITO NICODEMO ARNAU CASES,8916369283004,700272637,0604,9491,BOGOTA
CALL CENTER,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454836,QUIQUE ATIENZA CAMPOS,6694185526183,368083584,0605,9492,BOGOTA
